QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,LSDNUM,LSDNUM_,LSDCODE,LSDCODE_,MODELYR,MODELYR_,PRCBSNSZ,PRCB_NSZ,NUMPAY,NUMPAY_,PMTMONTH,PMTM_NTH,PAYEXPX,PAYEXPX_,PAYTIME,PAYTIME_,EMPLYEXP,EMPL_EXP,TRADEEXP,TRAD_EXP,DOWNEXP,DOWNEXP_,DNEMPEXP,DNEM_EXP,LSDENDMO,LSDE_DMO,QADPMT1X,QADP_T1X,QADPMT2X,QADP_T2X,QADPMT3X,QADP_T3X,QEXTRA1X,QEXT_A1X,QEXTRA2X,QEXT_A2X,QEXTRA3X,QEXT_A3X,QADDOWNX,QADD_WNX,QADFEEX,QADFEEX_,LSD__AKE,LSDENDYR,LSDE_DYR,PMTYEAR,PMTYEAR_,LSD_MAKE
20241,05563022,11,0,5,01,D,105,D,2022,D,,A,60,D,09,D,466,D,3,D,,A,,C,1000,D,,A,,A,466,D,466,D,466,D,,A,,A,,A,1000,D,,A,D,,A,2023,D,NIS
20241,05563362,22,0,5,01,D,105,D,2023,D,,A,36,D,05,D,365,D,3,D,,A,3000,D,365,D,,A,,A,365,D,365,D,365,D,,A,,A,,A,365,D,,A,D,,A,2023,D,KIA
20241,05564282,12,0,1,01,D,105,D,2023,D,,A,36,D,04,D,620,D,3,D,,A,,A,,A,,A,,A,620,D,620,D,620,D,,A,,A,,A,,A,,A,D,,A,2023,D,FOR
20241,05564402,14,0,5,01,D,105,D,2022,D,,A,36,D,03,D,463,D,3,D,,A,,A,2000,D,,A,02,D,463,D,463,D,463,D,,A,,A,,A,2000,D,,A,D,,A,2021,D,MAZ
20241,05564402,15,0,1,02,D,105,D,2024,D,,A,36,D,02,D,575,D,3,D,,A,18000,D,,A,,A,,A,,A,,A,575,D,,A,,A,,A,,A,,A,D,,A,2024,D,MAZ
20241,05564862,11,0,5,01,D,105,D,2023,D,,A,60,D,04,D,488,D,3,D,,A,8000,D,2000,D,,A,,A,488,D,488,D,488,D,,A,,A,,A,2000,D,,A,D,,A,2023,D,DOD
20241,05564862,12,0,5,02,D,105,D,2024,D,,A,60,D,04,D,622,D,3,D,,A,10000,D,2000,D,,A,,A,622,D,622,D,622,D,,A,,A,,A,2000,D,,A,D,,A,2023,D,JEE
20241,05567072,8,0,1,01,D,105,D,2022,D,,A,36,D,07,D,600,D,3,D,,A,,A,5000,D,,A,,A,600,D,600,D,600,D,,A,,A,,A,5000,D,,A,D,,A,2022,D,CAD
20241,05567772,6,0,1,01,D,105,D,2024,D,,A,24,D,11,D,285,D,3,D,,A,,A,5000,D,,A,,A,285,D,285,D,285,D,,A,,A,,A,5000,D,,A,D,,A,2023,D,CHE
20241,05567862,24,0,1,01,D,105,D,2022,D,,A,48,D,02,D,598,D,3,D,,A,,A,5000,D,,A,,A,598,D,598,D,598,D,,A,,A,,A,5000,D,,A,D,,A,2023,D,JEE
20241,05568212,18,0,5,01,D,105,D,2023,D,,A,36,D,09,D,323,D,3,D,,A,,A,,A,,A,,A,323,D,323,D,323,D,,A,,A,,A,,A,,A,D,,A,2023,D,NIS
20241,05568612,10,0,5,01,D,105,D,2020,D,,A,36,D,02,D,376,D,3,D,,A,,A,,A,,A,,A,376,D,376,D,376,D,,A,,A,,A,,A,,A,D,,A,2021,D,CHE
20241,05569542,22,0,5,01,D,105,D,2022,D,,A,36,D,06,D,445,D,3,D,,A,2200,D,,A,,A,,A,445,D,445,D,445,D,,A,,A,,A,,A,,A,D,,A,2022,D,GMC
20241,05570152,12,0,5,01,D,105,D,2021,D,.90,D,36,D,12,D,700,D,3,D,,A,17500,D,,A,,A,01,D,700,D,700,D,700,D,,A,,A,,A,,A,,A,D,,A,2021,D,TOY
20241,05570442,10,0,5,01,D,105,D,2023,D,,A,36,D,07,D,615,D,3,D,,A,,A,1500,D,,A,,A,615,D,615,D,615,D,,A,,A,,A,1500,D,,A,D,,A,2023,D,KIA
20241,05570792,21,0,5,01,D,105,D,2020,D,,A,48,D,11,D,403,D,3,D,,A,,A,,A,,A,01,D,403,D,403,D,403,D,,A,,A,,A,,A,,A,D,,A,2020,D,VOK
20241,05570792,22,0,1,02,D,105,D,2023,D,,A,36,D,01,D,499,D,3,D,,A,,A,,A,,A,,A,,A,499,D,499,D,,A,,A,,A,,A,,A,D,,A,2024,D,HYU
20241,05570902,26,0,5,01,D,105,D,2021,D,,A,36,D,07,D,342,D,3,D,,A,,C,,A,,A,,A,342,D,342,D,342,D,,A,,A,,A,,A,,A,D,,A,2021,D,CHE
20241,05571972,10,0,5,01,D,105,D,2023,D,,A,36,D,09,D,458,D,3,D,,A,,A,,A,,A,,A,458,D,458,D,458,D,,A,,A,,A,,A,,A,D,,A,2023,D,HON
20241,05572792,7,0,5,01,D,105,D,2023,D,,A,36,D,10,D,611,D,3,D,,A,,A,1000,D,,A,,A,611,D,611,D,611,D,,A,,A,,A,1000,D,,A,D,,A,2023,D,NIS
20241,05574401,17,0,1,01,D,105,D,2020,D,,A,39,D,01,D,1177,D,3,D,,A,,A,3000,D,,A,,A,1177,D,1177,D,1177,D,,A,,A,,A,3000,D,,A,D,,A,2020,D,LAN
20241,05574481,18,0,1,01,D,105,D,2020,D,,A,48,D,12,D,280,D,3,D,,A,,A,,A,,A,12,D,280,D,280,D,280,D,,A,,A,,A,,A,,A,D,2023,D,2019,D,TOY
20241,05574981,12,0,1,01,D,105,D,2023,D,,A,36,D,11,D,780,D,3,D,,A,,A,,A,,A,,A,,A,780,D,780,D,,A,20,D,20,D,,A,,A,D,,A,2023,D,MRB
20241,05575021,10,0,1,01,D,105,D,2021,D,,A,36,D,11,D,292,D,3,D,,A,,A,,A,,A,,A,292,D,292,D,292,D,,A,,A,,A,,A,,A,D,,A,2022,D,HYU
20241,05575781,13,0,1,01,D,105,D,2021,D,,A,48,D,09,D,1268,D,3,D,,A,,A,10000,D,,A,,A,1268,D,1268,D,1268,D,,A,,A,,A,10000,D,,A,D,,A,2022,D,JAG
20241,05577701,14,0,1,01,D,105,D,2023,D,,A,24,D,06,D,700,D,3,D,,A,,A,,A,,A,,A,700,D,700,D,700,D,,A,,A,,A,,A,,A,D,,A,2023,D,NIS
20241,05578471,15,0,1,01,D,105,D,2022,D,,A,36,D,02,D,364,D,3,D,,A,,A,,A,,A,,A,364,D,364,D,364,D,,A,,A,,A,,A,,A,D,,A,2022,D,FOR
20241,05580981,15,0,1,01,D,105,D,2023,D,,A,36,D,02,D,950,D,3,D,,A,,A,6000,D,,A,,A,950,D,950,D,950,D,,A,,A,,A,6000,D,,A,D,,A,2023,D,INF
20241,05581211,15,0,1,01,D,105,D,2021,D,,A,36,D,01,D,420,D,3,D,,A,1000,D,1000,D,,A,,A,420,D,420,D,420,D,,A,,A,,A,1000,D,,A,D,,A,2022,D,NIS
20241,05582101,9,0,1,01,D,105,D,2022,D,,A,36,D,01,D,571,D,3,D,,A,,A,,A,,A,,A,571,D,571,D,571,D,,A,,A,,A,,A,,A,D,,A,2022,D,SUB
20241,05582101,10,0,1,02,D,105,D,2024,D,,A,36,D,07,D,470,D,3,D,,A,2500,D,,A,,A,,A,470,D,470,D,470,D,,A,,A,,A,,A,,A,D,,A,2023,D,SUB
20241,05582491,21,0,1,01,D,105,D,2022,D,,A,48,D,10,D,837,D,3,D,,A,,A,6000,D,,A,,A,837,D,837,D,837,D,,A,,A,,A,6000,D,,A,D,,A,2021,D,KIA
20241,05582491,22,0,1,02,D,105,D,2021,D,,A,48,D,10,D,736,D,3,D,,A,,A,6000,D,,A,,A,736,D,736,D,736,D,,A,,A,,A,6000,D,,A,D,,A,2021,D,JEE
20241,05582762,10,0,1,01,D,105,D,2021,D,,A,36,D,11,D,370,D,3,D,,A,,A,,A,,A,,A,370,D,370,D,370,D,,A,,A,,A,,A,,A,D,,A,2021,D,FOR
20241,05583241,16,0,1,01,D,105,D,2021,D,,A,36,D,10,F,2019,D,3,D,,A,,A,3000,D,,A,,A,2019,D,2019,D,2019,D,,A,,A,,A,3000,D,,A,D,,A,2021,D,ACU
20241,05584601,30,0,1,01,D,105,D,2021,D,,A,24,D,10,F,350,D,3,D,,A,,A,,A,,A,,A,350,D,350,D,350,D,,A,,A,,A,,A,,A,D,,A,2021,D,HON
20241,05584691,10,0,1,01,D,105,D,2022,D,,A,36,D,04,D,247,D,3,D,,A,,A,,A,,A,,A,247,D,247,D,247,D,,A,,A,,A,,A,,A,D,,A,2022,D,CHE
20241,05585041,30,0,1,01,D,105,D,2021,D,,A,24,D,08,D,530,D,3,D,,A,1500,D,2000,D,,A,,A,530,D,530,D,530,D,30,D,30,D,30,D,2000,D,,A,D,,A,2022,D,HON
20241,05585461,19,0,1,01,D,105,D,2023,D,,A,24,D,05,F,300,D,3,D,,A,,A,,C,,A,,A,300,D,300,D,300,D,,A,,A,,A,,B,,A,D,,A,2023,D,KIA
20241,05585471,8,0,1,01,D,105,D,2023,D,,A,24,D,12,D,328,D,3,D,,A,,A,,A,,A,,A,,A,328,D,328,D,,A,,A,,A,,A,,A,D,,A,2023,D,FOR
20241,05586721,11,0,1,01,D,105,D,2021,D,,A,36,D,11,D,643,D,3,D,,A,2000,D,,A,,A,,A,643,D,643,D,643,D,,A,,A,,A,,A,,A,D,,A,2021,D,VOK
20241,05587291,12,0,1,01,D,105,D,2022,D,,A,36,D,05,F,489,D,3,D,,A,,A,500,D,,A,,A,489,D,489,D,489,D,,A,,A,,A,500,D,,A,D,,A,2022,D,FOR
20241,05587631,10,0,1,01,D,105,D,2021,D,,A,36,D,03,D,605,D,3,D,,A,,A,,A,,A,,A,605,D,605,D,605,D,,A,,A,,A,,A,,A,D,,A,2021,D,HON
20241,05587911,14,0,1,01,D,105,D,2023,D,,A,36,D,01,D,900,D,3,D,,A,5000,D,3000,D,,A,,A,900,D,900,D,900,D,150,D,150,D,150,D,3000,D,,A,D,,A,2023,D,BMW
20241,05588102,9,0,1,01,D,105,D,2022,D,,A,36,D,04,F,500,D,3,D,,A,,A,10000,D,,A,,A,500,D,500,D,500,D,,A,,A,,A,10000,D,,A,D,,A,2021,D,ACU
20241,05588841,15,0,1,01,D,105,D,2021,D,,A,36,D,12,D,265,D,3,D,,A,,A,,A,,A,,A,265,D,265,D,265,D,,A,,A,,A,,A,,A,D,,A,2021,D,VOK
20241,05589761,7,0,1,01,D,105,D,2014,D,,A,24,D,01,D,200,D,3,D,,A,,A,3000,D,,A,,A,,A,,A,200,D,,A,,A,,A,3000,D,,A,D,,A,2024,D,FOR
20241,05589811,7,0,1,01,D,105,D,2021,D,,A,60,D,02,D,200,D,3,D,,A,,A,5000,D,,A,,A,200,D,200,D,200,D,,A,,A,,A,5000,D,,A,D,,A,2021,D,HON
20241,05590051,22,0,1,01,D,105,D,2023,D,,A,39,D,07,D,830,D,3,D,,A,,C,,A,,A,,A,830,D,830,D,830,D,,A,,A,,A,,A,,A,D,,A,2023,D,CHE
20241,05590051,23,0,1,02,D,105,D,2023,D,,A,48,D,12,D,840,D,3,D,,A,,A,,A,,A,,A,,A,840,D,840,D,,A,,A,,A,,A,,A,D,,A,2023,D,CHE
20241,05592251,9,0,1,01,D,105,D,,C,,A,,C,12,F,,C,,C,,A,,A,,A,,A,01,F,380,F,380,F,380,F,,A,,A,,A,,A,,A,A,,C,2021,F,
20241,05592321,9,0,1,01,D,105,D,2022,D,,A,36,D,01,D,568,D,3,D,,A,,A,,A,,A,,A,568,D,568,D,568,D,,A,,A,,A,,A,,A,D,,A,2022,D,HYU
20241,05592511,12,0,1,01,D,105,D,2024,D,,A,36,D,04,D,544,D,3,D,,A,,A,3499,D,,A,,A,,A,,A,,A,,A,,A,,A,3499,D,,A,D,,A,2024,D,HON
20241,05592791,14,0,1,01,D,105,D,2023,D,,A,36,D,09,D,426,D,3,D,,A,3000,D,2500,D,,A,,A,426,D,426,D,426,D,,A,,A,,A,2500,D,,A,D,,A,2023,D,VOK
20241,05593251,13,0,1,01,D,105,D,2021,D,,A,60,D,03,F,827,D,3,D,,A,,A,,A,,A,,A,827,D,827,D,827,D,,A,,A,,A,,A,,A,D,,A,2021,D,AUD
20241,05597171,22,0,1,01,D,105,D,2024,D,,A,36,D,12,D,610,D,3,D,,A,,A,3000,D,,A,,A,610,D,610,D,610,D,,A,,A,,A,3000,D,,A,D,,A,2023,D,VOK
20241,05597171,23,0,1,02,D,105,D,2022,D,,A,36,D,02,F,510,D,3,D,,A,,A,2500,D,,A,,A,510,D,510,D,510,D,,A,,A,,A,2500,D,,A,D,,A,2022,D,FOR
20241,05597321,8,0,1,01,D,105,D,2021,D,,A,36,D,07,F,350,D,3,D,,A,,C,,C,,A,,A,350,D,350,D,350,D,,A,,A,,A,,B,,A,D,,A,2021,D,LEX
20241,05597761,5,0,1,01,D,105,D,,C,,A,,C,01,F,,C,,C,,A,,A,,A,,A,,A,321,F,321,F,321,F,,A,,A,,A,,A,,A,A,,A,2021,F,
20241,05597971,17,0,1,01,D,105,D,2022,D,,A,48,D,09,D,999,D,3,D,,A,,A,5000,D,,A,,A,999,D,999,D,999,D,,A,,A,,A,5000,D,,A,D,,A,2023,D,LEX
20241,05599241,8,0,1,01,D,105,D,,C,,A,,C,02,F,,C,3,D,,A,,A,,C,,A,,A,466,F,466,F,466,F,,A,,A,,A,,B,,A,D,,A,2021,F,KIA
20241,05599921,17,0,1,01,D,105,D,2024,D,,A,36,D,02,D,500,D,3,D,,A,,A,7000,D,,A,,A,,A,,A,500,D,,A,,A,100,D,7000,D,,A,D,,A,2024,D,NIS
20241,05599951,19,0,1,01,D,105,D,2022,D,,A,36,D,10,D,401,D,3,D,,A,,A,,A,,A,,A,401,D,401,D,401,D,,A,,A,,A,,A,,A,D,,A,2022,D,HON
20241,05600631,6,0,1,01,D,105,D,2023,D,,A,36,D,05,D,485,D,3,D,,A,,A,2000,D,,A,,A,485,D,485,D,485,D,195,D,195,D,195,D,2000,D,,A,D,,A,2023,D,KIA
20241,05601101,11,0,1,01,D,105,D,2023,D,,A,60,D,06,D,600,D,3,D,,A,,A,,A,,A,,A,600,D,600,D,600,D,,A,,A,,A,,A,,A,D,,A,2023,D,TOY
20241,05602141,20,0,1,01,D,105,D,2023,D,,A,36,D,02,D,599,D,3,D,,A,,A,,A,,A,,A,,A,,A,599,D,,A,,A,,A,,A,,A,D,,A,2024,D,LEX
20241,05602421,27,0,1,01,D,105,D,2021,D,,A,36,D,06,D,560,D,3,D,,A,12500,D,,A,,A,,A,560,D,560,D,560,D,,A,,A,,A,,A,,A,D,,A,2021,D,BMW
20241,05603361,17,0,1,01,D,105,D,2024,D,.50,D,36,D,01,D,890,D,3,D,445,D,3500,D,,A,,A,,A,,A,445,D,445,D,,A,,A,,A,,A,,A,D,,A,2024,D,CAD
20241,05603421,15,0,1,01,D,105,D,2023,D,,A,36,D,10,D,850,D,3,D,,A,5000,D,5000,D,,A,,A,850,D,850,D,850,D,,A,,A,,A,5000,D,,A,D,,A,2023,D,TOY
20241,05603491,8,0,1,01,D,105,D,2021,D,,A,36,D,05,D,573,D,3,D,,A,,A,,A,,A,,A,573,D,573,D,573,D,,A,,A,,A,,A,,A,D,,A,2021,D,BUI
20241,05603991,10,0,1,01,D,105,D,2023,D,,A,36,D,03,D,510,D,3,D,,A,,A,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,3000,D,,A,D,,A,2024,D,NIS
20241,05603991,11,0,1,02,D,105,D,2023,D,,A,48,D,07,D,1017,D,3,D,,A,,A,5000,D,,A,,A,1017,D,1017,D,1017,D,20,D,20,D,20,D,5000,D,,A,D,,A,2023,D,MRB
20241,05605881,8,0,1,01,D,105,D,2021,D,,A,36,D,10,D,505,D,3,D,,A,,A,7500,D,,A,,A,505,D,505,D,505,D,40,D,40,D,40,D,7500,D,,A,D,,A,2021,D,FOR
20241,05606031,5,0,1,01,D,105,D,2020,D,,A,60,D,02,D,0,D,3,D,,A,,A,,A,,A,02,D,,A,,A,,A,,A,,A,,A,,A,,A,A,2020,D,2020,D,
20241,05606231,10,0,1,01,D,105,D,2020,D,,A,48,D,05,D,535,D,3,D,,A,,C,,A,,A,,A,535,D,535,D,535,D,,A,,A,,A,,A,,A,D,,A,2020,D,JEE
20241,05607131,18,0,1,01,D,105,D,2021,D,,A,36,D,06,D,650,D,3,D,,A,,A,,C,,A,,A,650,D,650,D,650,D,,A,,A,,A,,B,,A,D,,A,2021,D,MRB
20241,05607721,8,0,1,01,D,105,D,2022,D,,A,36,D,07,D,550,D,3,D,,A,,A,5000,D,,A,,A,550,D,550,D,550,D,,A,,A,,A,5000,D,,A,D,,A,2022,D,TOY
